user_id	item_id	neg_items
7541	8629	[2176, 1036, 7439, 6417, 2706, 3346, 4757, 6439, 2986, 5554, 4916, 8629, 8245, 5688, 3389, 4683, 6223, 7122, 8536, 999]
7542	8270	[130, 6788, 8198, 4233, 5260, 6552, 1946, 5923, 8499, 184, 2876, 8136, 5704, 8270, 6878, 2145, 6756, 6506, 8174, 882]
7543	8411	[1290, 1034, 6798, 4624, 1948, 4661, 5446, 8651, 5839, 8534, 2009, 4826, 8411, 4193, 8547, 3940, 8678, 2287, 6255, 3326]
7544	8389	[7296, 2304, 285, 5407, 7469, 7614, 2496, 8131, 8389, 3659, 1355, 2509, 3791, 2512, 8154, 6117, 8049, 5490, 3188, 5495]
7545	6253	[6788, 3334, 7302, 1804, 7575, 2460, 6951, 5293, 7346, 8389, 1738, 3791, 1110, 4823, 5338, 7138, 6253, 6267, 8445, 510]
7546	8025	[513, 8468, 5917, 8480, 5920, 931, 5173, 7991, 708, 1349, 4684, 8141, 467, 8025, 7653, 5866, 8558, 5617, 2300, 3709]
7547	3543	[3076, 3719, 1289, 7947, 1296, 8465, 8221, 8628, 8501, 3768, 6206, 7999, 2113, 8263, 3017, 3537, 3543, 3312, 886, 248]
7548	3563	[3328, 4610, 8071, 4881, 275, 2716, 8479, 7199, 6820, 7206, 2098, 8380, 7232, 3273, 8655, 8276, 8667, 7396, 3563, 3710]
7549	8524	[8585, 5262, 2961, 8097, 1573, 7598, 7854, 3776, 8524, 4824, 7644, 5469, 352, 8422, 7400, 8685, 1648, 2800, 8562, 1010]
7550	8072	[6658, 3459, 8072, 6285, 7965, 7585, 8490, 1076, 1596, 8389, 6725, 6527, 5851, 1757, 8681, 7145, 8683, 123, 7293, 7679]
7551	1544	[3460, 135, 1544, 4257, 8612, 807, 5295, 815, 8627, 6971, 4805, 8391, 8666, 3419, 490, 2922, 6637, 7157, 6262, 891]
7552	3134	[6788, 3716, 8456, 7688, 6950, 2215, 2221, 7095, 2876, 3134, 6343, 1864, 2379, 8140, 6351, 467, 5462, 4719, 6521, 6268]
7553	7679	[3076, 6929, 3224, 8614, 7207, 2984, 3247, 7225, 7234, 7748, 3656, 8016, 5338, 477, 2142, 8683, 7790, 5490, 1017, 7679]
7554	0	[0, 7171, 5381, 8465, 7704, 8221, 8227, 7728, 6582, 6228, 7386, 7389, 4961, 101, 8422, 8299, 3310, 1134, 6003, 8311]
7555	8679	[3465, 8463, 6676, 7707, 8614, 8618, 6062, 1463, 7224, 6608, 2131, 6741, 2265, 8543, 5092, 7013, 4839, 8679, 8558, 4733]
7556	7862	[3460, 263, 7049, 1546, 4621, 1810, 3481, 3871, 815, 6703, 5810, 7862, 2619, 8252, 7624, 7777, 1641, 6637, 8058, 3455]
7557	8494	[4871, 8203, 3471, 7823, 4627, 6675, 8607, 3500, 8494, 6575, 6460, 1090, 8651, 7765, 4956, 2654, 8554, 2667, 3819, 3566]
7558	5172	[8192, 5893, 8585, 4506, 4252, 6172, 6951, 5546, 6059, 946, 5172, 4661, 4546, 2009, 7905, 8040, 3567, 4080, 3441, 2938]
7559	6949	[5248, 2310, 4877, 420, 6949, 814, 3632, 6588, 6722, 7623, 7880, 7883, 6225, 2011, 8668, 6499, 8306, 6259, 1399, 636]
7560	6325	[3210, 6934, 2333, 2339, 3755, 6829, 8238, 6325, 8512, 2753, 8654, 8655, 7247, 2130, 3418, 8283, 7391, 8416, 364, 1134]
7561	860	[6531, 3864, 28, 5285, 7592, 7723, 7212, 1710, 7603, 6708, 8252, 6978, 8013, 3408, 731, 860, 8431, 7541, 8441, 3199]
7562	8413	[3602, 5524, 2325, 3478, 6045, 5165, 6710, 3134, 5696, 7498, 1618, 5716, 5978, 5853, 8413, 3045, 3944, 7538, 5236, 6011]
7563	8140	[4736, 8456, 8328, 3214, 2707, 5913, 7324, 2204, 6053, 5041, 6705, 1205, 2116, 8140, 5331, 6368, 1647, 2930, 7675, 7421]
7564	7302	[7302, 6024, 4617, 266, 6419, 5524, 279, 3993, 2334, 8615, 6323, 5692, 2366, 4178, 7124, 5845, 5973, 8159, 6381, 5629]
7565	8512	[7937, 288, 2978, 7854, 1455, 4531, 8372, 7478, 8512, 8658, 3548, 8669, 1249, 6885, 1894, 101, 1899, 4971, 364, 6647]
7566	6164	[5382, 8584, 7435, 8336, 7057, 6164, 4004, 2854, 4011, 1708, 6321, 5555, 2876, 6337, 3914, 7905, 8546, 994, 6757, 4595]
7567	150	[1671, 8463, 5776, 4754, 150, 665, 7587, 7852, 5549, 7472, 7478, 8518, 7762, 8278, 5338, 2150, 5608, 3820, 5237, 2682]
7568	3474	[7041, 3474, 3858, 2578, 2451, 3349, 5398, 5790, 7074, 440, 7228, 7760, 8022, 2018, 2158, 497, 3447, 6009, 8443, 6780]
7569	6711	[8448, 2690, 2, 7323, 3612, 6307, 7208, 5293, 945, 3251, 6711, 4023, 7102, 3145, 1871, 1499, 4063, 5606, 5878, 4345]
7570	381	[2176, 2049, 2828, 7948, 8468, 5660, 5920, 950, 4410, 8512, 7503, 5078, 732, 1125, 4973, 8303, 501, 7033, 381, 1534]
7571	4694	[7302, 8588, 5905, 7315, 420, 2476, 942, 6084, 4040, 8394, 3156, 6741, 4694, 3799, 4570, 8413, 8558, 5115, 8572, 6910]
7572	8328	[8328, 3086, 288, 1579, 2233, 2490, 7739, 7363, 1606, 5839, 336, 465, 2648, 3418, 602, 3679, 4323, 1000, 1388, 4349]
7573	8573	[2048, 2580, 8472, 7464, 4140, 7745, 7363, 6341, 4684, 8655, 2392, 8280, 6244, 7014, 7400, 8555, 4971, 8311, 4219, 8573]
7574	8086	[1929, 4243, 2837, 8086, 4260, 4010, 1195, 7604, 5694, 7875, 3661, 6098, 7124, 8543, 8164, 3049, 5743, 756, 5367, 7935]
7575	4671	[2699, 7578, 8348, 1182, 2721, 7592, 2986, 3884, 4671, 4807, 2376, 7368, 1609, 2895, 1488, 6742, 5979, 373, 6652, 6397]
7576	2789	[6658, 7058, 3865, 7321, 8602, 8474, 5936, 7862, 6591, 200, 7242, 6742, 7511, 4063, 2789, 5478, 7400, 490, 4075, 1140]
7577	8184	[6275, 8324, 2706, 4891, 8354, 8490, 2484, 8506, 1083, 8254, 4416, 2241, 8641, 2642, 3812, 7655, 2286, 8433, 8184, 4601]
7578	4282	[5891, 7556, 7947, 1942, 6935, 7833, 4256, 675, 314, 4282, 7875, 8516, 4422, 8141, 8146, 6755, 1524, 4600, 3322, 636]
7579	3776	[4493, 7567, 3105, 7850, 5548, 3767, 5183, 3776, 3135, 1225, 6221, 7513, 4441, 1246, 8546, 8163, 3430, 3691, 4722, 8058]
7580	7754	[2688, 3081, 7948, 4621, 1045, 3228, 815, 7862, 5687, 8382, 7754, 7503, 7252, 7394, 3812, 1642, 7920, 240, 378, 5373]
7581	5285	[2567, 7313, 8086, 8218, 3875, 5285, 6317, 2093, 7603, 7101, 5570, 1097, 5454, 3408, 8153, 860, 4575, 6755, 7916, 8058]
7582	8158	[7821, 8462, 7067, 549, 1830, 7079, 7599, 5941, 6838, 1981, 5700, 8648, 8158, 3934, 5865, 2924, 1649, 2037, 8567, 4349]
7583	381	[7683, 3335, 8208, 7579, 4133, 4654, 2487, 1355, 8403, 5346, 3684, 4325, 8165, 8425, 747, 6514, 2291, 1013, 4855, 381]
7584	8480	[7825, 6930, 6290, 5013, 2582, 5276, 8480, 1696, 6052, 5927, 7848, 8361, 6829, 6208, 7754, 7252, 3173, 2549, 8441, 2046]
7585	8311	[8578, 8071, 7190, 3105, 2856, 6696, 557, 5809, 5302, 7363, 4291, 3399, 4938, 4172, 8656, 5337, 227, 5482, 1388, 8311]
7586	7875	[6034, 24, 3993, 8603, 8606, 4520, 7230, 5826, 7875, 712, 5581, 3661, 6098, 7896, 4321, 1634, 3563, 4473, 3323, 7038]
7587	8591	[8591, 7190, 281, 7842, 7468, 6317, 7214, 3118, 7349, 7228, 6974, 2118, 6859, 3148, 993, 8418, 1510, 244, 4347, 6526]
7588	8657	[3204, 2182, 4235, 4627, 8468, 6812, 5924, 315, 7100, 3135, 1605, 2506, 7503, 8657, 4564, 5214, 7782, 5354, 5484, 369]
7589	7813	[7813, 907, 6800, 5392, 7312, 2328, 1947, 6710, 822, 8386, 4301, 5839, 8280, 2654, 7007, 7905, 8546, 8421, 8682, 8558]
7590	7302	[7302, 4488, 8456, 3343, 3985, 5906, 8375, 8123, 8253, 8140, 7249, 8276, 8148, 7128, 3548, 1122, 8676, 5483, 2033, 5242]
7591	8086	[3473, 8086, 8474, 6432, 1975, 5694, 7875, 7626, 2507, 8394, 3287, 6104, 8158, 8675, 2276, 7400, 3699, 756, 6389, 8564]
7592	8270	[3472, 1170, 6555, 2460, 8606, 1073, 947, 8119, 5816, 7739, 1351, 8270, 6478, 721, 4823, 7256, 8680, 7806, 1011, 766]
7593	8667	[3201, 3714, 7814, 400, 4370, 6938, 6447, 3264, 962, 8521, 332, 5077, 8667, 8412, 7132, 6496, 3180, 7024, 8441, 7932]
7594	7442	[7302, 2825, 5008, 7442, 146, 7316, 2195, 1827, 8626, 5699, 2889, 8522, 5972, 8409, 7391, 3168, 4963, 8679, 8556, 4844]
7595	5293	[7040, 6664, 6539, 6822, 7079, 1577, 5293, 7215, 8247, 8518, 3782, 8140, 1617, 1236, 3925, 1110, 5859, 6119, 2407, 7664]
7596	2371	[8064, 8328, 5398, 2967, 8477, 4001, 6052, 6325, 2371, 4804, 585, 2387, 5335, 2777, 2394, 5341, 8547, 3429, 6509, 7157]
7597	5769	[8579, 5769, 2057, 5268, 8247, 8387, 3782, 7766, 2908, 4061, 3677, 4193, 6756, 7787, 3694, 2671, 7664, 4975, 2803, 767]
7598	8658	[7040, 3593, 5516, 524, 8079, 7190, 2072, 6556, 2857, 3504, 5569, 1094, 6604, 977, 8658, 6488, 5853, 8422, 618, 8441]
7599	8357	[1546, 8357, 5928, 8618, 8363, 6194, 1855, 4161, 8648, 460, 7124, 6613, 8535, 7393, 100, 7013, 7014, 8679, 7536, 7805]
7600	7753	[7552, 8075, 8460, 6797, 4118, 3098, 2594, 2730, 8109, 6976, 1345, 7753, 8521, 7771, 8676, 8167, 2793, 8685, 7157, 2682]
7601	7804	[4868, 7302, 8583, 1439, 38, 8360, 8618, 8378, 2244, 8412, 4573, 8543, 100, 7013, 7014, 3050, 4587, 6636, 7162, 7804]
7602	4193	[3328, 8574, 6028, 6300, 5501, 3755, 5177, 2108, 3141, 1992, 7247, 6480, 5199, 721, 8655, 8159, 4193, 7403, 8445, 766]
7603	7783	[2838, 4256, 1191, 2727, 7594, 7851, 8107, 8109, 5692, 4166, 6989, 1487, 6992, 3414, 8412, 8543, 7266, 7783, 1903, 6010]
7604	8564	[4105, 7184, 7698, 7066, 410, 8606, 6051, 4141, 7471, 6706, 952, 5561, 6081, 3912, 7390, 3947, 7790, 8564, 6389, 3966]
7605	6860	[1038, 5776, 8465, 4252, 6950, 6951, 7850, 8628, 4919, 8506, 315, 1468, 4925, 5700, 6860, 6122, 8046, 6257, 7284, 6652]
7606	6808	[5766, 8463, 6163, 8600, 6808, 6041, 3101, 5664, 6440, 5301, 1976, 3524, 6344, 7378, 217, 7014, 2023, 748, 6903, 3832]
7607	7969	[5919, 7969, 6946, 930, 8240, 6209, 1100, 6992, 721, 8403, 8283, 7387, 7901, 7262, 7138, 7269, 8423, 6895, 7549, 5502]
7608	8421	[8471, 6938, 8611, 7468, 6575, 6838, 1985, 2244, 8518, 6228, 8539, 2397, 2654, 7013, 8421, 7273, 8300, 8558, 2554, 4478]
7609	8685	[3210, 7825, 7068, 2465, 8618, 1580, 2223, 8627, 6465, 7880, 8658, 7897, 8668, 5341, 5348, 8679, 1000, 1643, 8685, 3189]
7610	7400	[3349, 5909, 1815, 5406, 3497, 7089, 4920, 1222, 6727, 5716, 8669, 7135, 1248, 2148, 7400, 1523, 885, 4219, 8573, 1534]
7611	6742	[8588, 7827, 5653, 1696, 5794, 4004, 6948, 8232, 3752, 5933, 4016, 5573, 7673, 8270, 6742, 2135, 7128, 5993, 1642, 4985]
7612	2522	[8322, 4884, 6810, 3484, 7965, 2594, 7468, 8625, 2742, 6328, 3518, 4165, 2379, 8666, 2522, 6626, 8303, 2418, 2040, 7804]
7613	5269	[2571, 3474, 276, 5269, 5268, 2581, 7071, 5418, 2603, 564, 1973, 3383, 3783, 7754, 7501, 7252, 7007, 4066, 1777, 2803]
7614	632	[4228, 8585, 6038, 2861, 4653, 8366, 6323, 5306, 6727, 463, 3536, 4178, 8662, 5719, 8539, 5853, 8680, 632, 7036, 4478]
7615	5445	[4608, 5760, 5002, 2827, 3606, 5272, 7328, 7220, 7861, 2743, 1213, 69, 5445, 6097, 4575, 7013, 7016, 4841, 502, 7035]
7616	8256	[1797, 3845, 1289, 3085, 402, 7329, 6703, 8256, 64, 8012, 6868, 6998, 5984, 7649, 8422, 5486, 7541, 6520, 8441, 1275]
7617	1981	[4867, 8328, 1040, 3873, 4902, 4661, 8376, 7739, 1981, 7624, 7115, 6860, 2892, 8543, 6881, 8431, 8049, 1395, 8057, 8058]
7618	617	[6531, 6924, 8594, 6945, 1972, 1464, 3643, 713, 8013, 8029, 8415, 7905, 8546, 5992, 617, 7786, 6251, 7793, 7029, 765]
7619	7190	[5505, 4482, 8325, 8327, 8075, 1805, 6675, 7060, 7190, 1175, 538, 6046, 4544, 69, 8518, 3019, 2517, 2403, 2159, 7035]
7620	7587	[3076, 5770, 8463, 6929, 5010, 5524, 6808, 5409, 1825, 7587, 2339, 293, 5555, 822, 7225, 4794, 2881, 5472, 8682, 7023]
7621	4478	[7567, 5008, 7058, 2195, 5920, 44, 7854, 6076, 463, 7378, 5972, 2004, 8662, 986, 8547, 7023, 4210, 2167, 7164, 4478]
7622	8591	[384, 2182, 8071, 7948, 140, 1036, 8591, 8465, 4627, 4897, 5026, 5923, 5155, 2096, 6322, 825, 7100, 1605, 8648, 5112]
7623	5034	[8585, 5770, 7704, 7579, 8348, 3612, 5034, 3500, 6066, 6579, 8629, 7222, 3776, 8389, 7905, 8422, 7400, 8684, 6511, 4083]
7624	7297	[7297, 6672, 4755, 6812, 5418, 5938, 4666, 5434, 2626, 7875, 7754, 7501, 5070, 1232, 2904, 5595, 3825, 1781, 8572, 8318]
7625	7655	[6528, 1931, 8587, 396, 3341, 8603, 2978, 5672, 5679, 5297, 8254, 8512, 716, 80, 3668, 4187, 7655, 8681, 1907, 5363]
7626	917	[135, 1291, 6671, 917, 6808, 4268, 7093, 7232, 7745, 5064, 6089, 8012, 6997, 989, 6752, 4833, 7141, 1899, 2165, 3575]
7627	7762	[7172, 1796, 8466, 2582, 7190, 4891, 8480, 2466, 553, 6317, 5938, 8245, 5434, 6729, 1354, 4306, 7762, 1619, 7514, 7033]
7628	2911	[3722, 6924, 7974, 3247, 3764, 2487, 4025, 5569, 6216, 8394, 3277, 3549, 861, 2911, 6756, 6757, 5095, 5993, 1001, 6394]
7629	3504	[6922, 1553, 5778, 1953, 4262, 6959, 3504, 3787, 7928, 6869, 8534, 7253, 3164, 478, 8425, 1514, 2028, 4216, 4089, 5117]
7630	7948	[7296, 7948, 911, 1945, 6938, 29, 7072, 1570, 5295, 3761, 7991, 4281, 61, 3396, 7502, 8411, 5089, 2660, 7271, 1137]
7631	8676	[7683, 5001, 8585, 8336, 6164, 7833, 8607, 8484, 8363, 7862, 3135, 4170, 7891, 4440, 4833, 6116, 8676, 8433, 5874, 3966]
7632	8564	[6528, 1921, 8453, 790, 2333, 8350, 5921, 8611, 6053, 7214, 7739, 5442, 4419, 6851, 5836, 1751, 6751, 867, 4199, 8564]
7633	5306	[8448, 6402, 5127, 8606, 8607, 6184, 2735, 569, 5306, 1342, 6718, 6083, 8651, 6732, 1872, 8539, 7132, 4977, 4730, 3583]
7634	3263	[6528, 7296, 8074, 6675, 4637, 8478, 2090, 5170, 3263, 7623, 8651, 204, 1110, 6234, 4450, 6373, 8678, 5225, 1524, 7806]
7635	6046	[4865, 6541, 8465, 1811, 3732, 6549, 6046, 3232, 7201, 6322, 7750, 7763, 1237, 2648, 8666, 4065, 7266, 6003, 8310, 2040]
7636	6464	[6276, 7439, 6424, 6053, 1205, 5691, 6464, 8129, 4806, 970, 2380, 4944, 8148, 4187, 8668, 8298, 4462, 8564, 3444, 124]
7637	4739	[3329, 4739, 8340, 4373, 5678, 6705, 3377, 6323, 6327, 8506, 1733, 1605, 7672, 2381, 981, 6110, 8682, 111, 628, 4600]
7638	8270	[5892, 7690, 7440, 4247, 418, 3363, 2347, 8492, 8246, 4283, 5820, 6591, 4040, 8270, 3922, 7891, 8669, 4193, 2785, 376]
7639	7932	[8328, 4113, 8472, 3358, 6950, 4777, 4671, 6337, 3522, 8387, 3914, 4555, 2509, 5979, 866, 7400, 3565, 4600, 7932, 1150]
7640	4181	[7041, 259, 5135, 3474, 1562, 7588, 8121, 5434, 8129, 8513, 4806, 8015, 4181, 474, 4061, 6114, 2281, 7789, 5752, 6783]
7641	7687	[8324, 7687, 8465, 7830, 278, 3361, 1448, 1838, 3001, 5946, 7740, 7876, 8518, 5336, 8283, 1122, 6501, 8174, 5875, 8307]
7642	8324	[8324, 7176, 3208, 3861, 3351, 2712, 5660, 1308, 7095, 2879, 7490, 6344, 6731, 8658, 3417, 4445, 100, 8558, 6642, 2036]
7643	5666	[7809, 1034, 4000, 5666, 3621, 5811, 8628, 2619, 2750, 4552, 6228, 3544, 8157, 2017, 8547, 2926, 4719, 7415, 8058, 8315]
7644	8086	[7683, 5507, 7558, 8086, 6424, 7982, 8127, 320, 4416, 5445, 6219, 844, 3287, 1883, 8027, 4831, 8681, 2418, 6780, 1790]
7645	2036	[2304, 5634, 6666, 7695, 6290, 5291, 689, 4661, 3258, 7872, 1492, 986, 8666, 2654, 8547, 8554, 6255, 2036, 1399, 4604]
7646	6032	[8068, 6032, 8210, 5020, 8360, 7469, 6843, 7872, 5825, 8389, 8144, 7762, 8407, 6624, 8035, 5606, 7143, 2281, 6520, 7932]
7647	4675	[8576, 4105, 7443, 3738, 3248, 2617, 4675, 6343, 4693, 4440, 8153, 7003, 1116, 7905, 2280, 8682, 8427, 618, 4720, 1272]
7648	8654	[3971, 1815, 1440, 2978, 1325, 6829, 8118, 2753, 4162, 3530, 8654, 7247, 7509, 7768, 8668, 2531, 8167, 6259, 6518, 5374]
7649	7875	[8199, 7185, 5906, 5658, 8606, 4003, 2473, 8365, 7862, 6591, 7875, 4552, 6089, 6742, 2135, 8412, 4321, 1634, 6253, 5755]
7650	7905	[3973, 6671, 8348, 3870, 8363, 6321, 5171, 6715, 7359, 5827, 4036, 7766, 4061, 7905, 8546, 5988, 6757, 2157, 8431, 4345]
7651	6089	[3462, 2952, 6538, 5395, 3109, 5157, 8615, 8232, 6066, 7481, 4411, 3010, 6089, 5198, 8654, 4703, 4842, 4461, 7930, 6397]
7652	8594	[7044, 2566, 7182, 8594, 1824, 6561, 8611, 3497, 7090, 7739, 70, 1739, 4693, 8153, 5859, 5610, 1388, 8431, 4345, 7421]
7653	5839	[4357, 7814, 4744, 6421, 1660, 7468, 6578, 8378, 7366, 1865, 5839, 4440, 3038, 2654, 5237, 6262, 7543, 5500, 6013, 7295]
7654	5919	[8326, 1671, 6412, 5775, 1310, 1182, 5919, 7079, 5426, 7988, 8502, 4552, 7627, 6860, 6733, 2253, 1501, 3947, 5872, 8058]
7655	8660	[2304, 3080, 5388, 8588, 7182, 7057, 6816, 5926, 6057, 6186, 5548, 8246, 2883, 1604, 8527, 4816, 4689, 8660, 3161, 3692]
7656	8561	[8192, 7048, 142, 3732, 3477, 3749, 5546, 1346, 3141, 8014, 6863, 2385, 7387, 7905, 7394, 4839, 8680, 8682, 8561, 3959]
7657	2395	[8333, 8606, 287, 4391, 3497, 7604, 6591, 6083, 2633, 8012, 6228, 2395, 3933, 4957, 2788, 1253, 101, 7403, 364, 4988]
7658	8543	[3973, 5254, 647, 3465, 2442, 4107, 3870, 5301, 7350, 1463, 6343, 3930, 7515, 8543, 8561, 8433, 753, 6004, 760, 1915]
7659	8541	[1413, 7048, 2833, 6293, 1816, 5660, 1830, 1710, 6322, 1588, 7352, 6721, 1985, 7751, 4938, 8541, 8158, 8162, 2673, 3580]
7660	7581	[7552, 2702, 7185, 6547, 7581, 8606, 2209, 7210, 1325, 8243, 4407, 4804, 3397, 7241, 7378, 5075, 8539, 8287, 5472, 7929]
7661	6612	[5504, 778, 6669, 7824, 4118, 6550, 5145, 7707, 8479, 3873, 8493, 7093, 1345, 5062, 3790, 6612, 5215, 4587, 112, 3060]
7662	7430	[3457, 3458, 8067, 7430, 3211, 7696, 2452, 5909, 1821, 2718, 7479, 3273, 6862, 5333, 7768, 223, 4193, 3056, 3827, 8574]
7663	8518	[4994, 2702, 2068, 8468, 5021, 8606, 6708, 4023, 1596, 8518, 2120, 5077, 5592, 8412, 4961, 5986, 8675, 5473, 1762, 3061]
7664	6445	[6294, 1692, 8612, 5672, 6445, 5422, 7854, 5936, 7862, 1597, 5569, 7503, 2640, 6114, 7652, 7655, 5484, 8562, 7668, 8438]
7665	8585	[8585, 5262, 4622, 43, 5805, 7854, 8510, 3263, 7745, 8258, 8516, 7110, 7502, 3663, 5076, 8280, 734, 7400, 7924, 8573]
7666	7938	[7938, 4228, 8199, 2568, 2189, 2576, 7828, 7069, 8232, 6706, 6082, 7875, 2762, 8654, 7378, 8409, 7002, 3429, 496, 628]
7667	6774	[7302, 8198, 5769, 5386, 5911, 4634, 1836, 1453, 8505, 3782, 6741, 6742, 5856, 5603, 4709, 7664, 6774, 4087, 6390, 3710]
7668	8071	[3845, 8453, 8071, 7816, 2841, 4768, 2983, 7592, 4779, 1453, 7856, 7603, 4663, 3128, 4543, 736, 7783, 1784, 889, 635]
7669	7497	[3588, 8198, 6279, 4488, 8332, 6690, 1584, 6834, 3899, 6843, 2885, 7497, 1097, 4944, 8407, 6242, 7267, 8166, 8680, 2667]
7670	7862	[6528, 3075, 8462, 7824, 5526, 3352, 4403, 821, 7862, 7232, 3526, 2120, 1355, 3158, 1501, 6245, 1384, 1395, 2420, 8184]
7671	7854	[259, 8221, 4638, 1699, 4010, 5547, 7854, 8247, 3004, 5323, 4815, 4306, 5330, 7124, 1750, 3161, 4061, 2019, 5096, 5613]
7672	4013	[4235, 6164, 7707, 2974, 3746, 6822, 4013, 6062, 3503, 8244, 3646, 3659, 1739, 2894, 976, 8146, 8031, 1266, 1784, 7421]
7673	6317	[8587, 6933, 536, 4120, 4511, 3107, 2472, 6317, 3888, 6971, 4296, 4811, 7115, 3277, 4945, 3667, 5479, 3950, 3184, 5245]
7674	7862	[512, 4868, 7946, 6412, 4760, 2854, 4391, 6576, 4403, 7862, 8253, 7754, 8651, 7627, 6228, 8662, 7515, 3430, 2031, 8058]
7675	6612	[1550, 1423, 6291, 1561, 8219, 3873, 4130, 2730, 56, 1345, 6466, 2371, 4804, 969, 7378, 8403, 6612, 228, 3172, 8568]
7676	8606	[8448, 1026, 3607, 2329, 3226, 6044, 8606, 4382, 6071, 1473, 7362, 4804, 711, 4680, 6096, 5335, 7907, 7396, 8306, 5881]
7677	5839	[4610, 8463, 6544, 2712, 6578, 2483, 4021, 2233, 7501, 6095, 5839, 8656, 5337, 8283, 2654, 8159, 7013, 4969, 8558, 5886]
7678	6096	[1414, 2056, 7449, 4901, 8233, 814, 306, 8379, 6217, 8394, 7754, 6096, 853, 3673, 6620, 4575, 2916, 3432, 4852, 383]
7679	8058	[3329, 1291, 7436, 1808, 6934, 8606, 5548, 6579, 2107, 5069, 6478, 7519, 5861, 3816, 3947, 8684, 6895, 8306, 8058, 6012]
7680	8543	[3076, 7302, 2593, 5923, 6949, 2601, 555, 4908, 184, 4157, 6722, 5967, 5851, 8412, 4702, 8543, 1121, 7523, 6636, 636]
7681	8361	[2582, 7592, 8361, 1578, 6202, 4282, 4552, 1609, 6988, 2253, 8655, 8660, 1110, 8684, 3565, 6124, 4604, 8058, 7676, 381]
7682	6769	[2695, 8456, 7058, 7190, 4004, 4410, 1726, 1858, 5186, 6343, 8648, 5708, 4564, 356, 1648, 6769, 7030, 7672, 7035, 2044]
7683	734	[8448, 7816, 2339, 7468, 6447, 1969, 4663, 1209, 7616, 6080, 962, 6083, 3917, 6621, 734, 5728, 5353, 3820, 621, 8054]
7684	7862	[6402, 1538, 8324, 6545, 7057, 6808, 2713, 4506, 3363, 682, 5296, 7862, 3389, 3263, 5076, 8542, 4965, 8422, 8427, 8683]
7685	5125	[2304, 5125, 5774, 7696, 6929, 2335, 4261, 5159, 687, 689, 7478, 3902, 3024, 8657, 7122, 4312, 2011, 734, 5487, 7793]
7686	8463	[2816, 8326, 136, 520, 6666, 8463, 1815, 6815, 6944, 7073, 8360, 8361, 5801, 2233, 7620, 8391, 6477, 8678, 5999, 5500]
7687	7041	[7041, 2057, 5258, 7846, 944, 4920, 5439, 7876, 3915, 5452, 3163, 2012, 221, 8541, 8413, 7135, 3045, 366, 8560, 4082]
7688	3695	[7556, 5257, 8587, 3723, 8086, 5153, 1057, 8611, 6700, 7853, 4410, 6203, 7672, 7372, 4693, 8290, 3695, 7795, 1652, 4600]
7689	1455	[8064, 3467, 532, 1815, 4252, 3230, 1455, 6325, 3135, 6721, 5571, 7623, 7628, 845, 2130, 7891, 8283, 8290, 7908, 3577]
7690	8071	[5510, 8071, 3855, 8230, 295, 167, 6186, 5163, 2225, 1337, 1351, 7375, 6098, 467, 6100, 8413, 1892, 3172, 8429, 8574]
7691	5790	[5382, 8074, 1930, 4622, 7057, 1180, 5790, 5409, 3111, 8492, 4283, 7102, 7883, 6485, 6742, 8669, 7393, 7400, 8683, 5362]
7692	8293	[7683, 5254, 8, 3606, 2610, 6578, 4416, 5444, 5202, 6741, 2135, 3934, 3812, 8293, 5742, 8560, 1913, 8058, 6652, 5118]
7693	6756	[7441, 8214, 8475, 4510, 8483, 2099, 7478, 697, 3006, 7487, 1222, 1871, 4308, 6756, 7400, 8681, 6638, 3567, 2036, 1790]
7694	7048	[4230, 7048, 4109, 8336, 3733, 5654, 8227, 3626, 3503, 3762, 7474, 6709, 571, 2878, 8389, 8155, 4957, 8680, 7285, 7421]
7695	8247	[3474, 7445, 25, 2077, 6943, 8614, 8247, 7863, 3002, 5691, 3136, 1217, 3782, 6343, 8140, 2515, 6741, 4822, 2924, 1138]
7696	2554	[8324, 5524, 6933, 8603, 6173, 4270, 8494, 6323, 4022, 2618, 2235, 6971, 964, 7623, 3278, 3812, 8174, 4975, 7025, 2554]
7697	8363	[3976, 5910, 3738, 8218, 2719, 5919, 6950, 7207, 5034, 8363, 3884, 6457, 1730, 3790, 7905, 4579, 8294, 3814, 1776, 6523]
7698	8252	[2695, 146, 7190, 4503, 8480, 6945, 7721, 7087, 4410, 8252, 6339, 7875, 1097, 6731, 8541, 5984, 3180, 3314, 2040, 3069]
7699	6727	[5381, 4755, 8468, 1940, 7704, 8480, 1827, 8101, 8360, 3383, 311, 7867, 6727, 973, 4816, 470, 8666, 4839, 3835, 7039]
7700	1066	[7041, 7432, 7436, 6163, 6808, 4889, 7713, 1833, 1066, 1969, 7866, 8252, 6215, 8525, 6478, 1105, 745, 748, 6643, 6516]
7701	931	[7941, 6919, 648, 5526, 931, 8483, 2352, 6457, 3514, 7747, 4421, 5195, 7905, 7138, 4582, 7148, 8046, 2671, 1649, 3189]
7702	5336	[7040, 8465, 6164, 6422, 6935, 278, 676, 1970, 6708, 3772, 4416, 8514, 6092, 8013, 1623, 5336, 7155, 886, 8442, 1532]
7703	8232	[14, 7328, 2723, 7078, 8231, 8232, 429, 7214, 8254, 8512, 8513, 5444, 5317, 2133, 8674, 4965, 5097, 5359, 8182, 4350]
